Date,title,category,account,amount,currency,type,transfer-amount,transfer-currency,to-account,receive-amount,receive-currency,description,due-date,id
2024-03-12 17:32:45.399,shawarma 🌯,Food & Drinks,Salary Bank,150.00,INR,EXPENSE,,,,,,,,c74de4d5-f628-456b-acf9-368c1d13bb56
2024-03-12 17:32:28.109,breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,1049850c-828e-4874-beb6-e184ed0270a2
2024-03-11 17:31:00.000,jalebi,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,62636a34-7e2c-4f1a-970e-16e1ef618c5b
2024-03-10 03:29:43.493,baba,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,,,,,,,,27c6c615-72fc-4e42-9358-2dd1caacff90
2024-03-09 17:30:00.000,juice,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,,,,,,,,1f5659e8-450e-4781-83cf-1294c5dfa901
2024-03-09 03:29:00.000,petrol,Transport,Salary Bank,200.00,INR,EXPENSE,,,,,,,,fe3fb8d7-e688-4217-9a48-04fc6e9572cf
2024-03-08 10:13:57.611,snacks,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,,,,,,,,01864be3-6df3-48dd-ab05-4a799a941eb9
2024-03-08 10:12:12.982,breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,cf7747b9-5d14-4bc7-9902-94d533cb54ec
2024-03-07 14:36:57.940,snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,d005d095-d5fe-4299-ba02-f0446e73e40f
2024-03-07 13:45:37.905,rta,Transport,Cash,35.00,INR,EXPENSE,,,,,,,,3d12199c-1ab3-4795-904c-d108bb8fcf48
2024-03-07 05:20:46.631,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,466c0871-1271-4a37-84fb-69cc5748add8
2024-03-07 05:20:39.735,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,c3ce527e-d1da-418d-9264-5a77009e0233
2024-03-06 14:21:26.486,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,7483047d-dba6-4328-bb56-214d2091005d
2024-03-06 14:21:20.169,snacks,Food & Drinks,Cash,10.00,INR,EXPENSE,,,,,,,,91b013e6-85e4-4db2-adfa-c9cffa9fdff8
2024-03-06 06:37:05.798,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,ae9f4483-fa3b-4f9a-950b-f4c10e366350
2024-03-06 06:36:57.627,rb 🐂,Food & Drinks,Salary Bank,125.00,INR,EXPENSE,,,,,,,,8f696a31-7fbd-4dbb-9429-ba273db9a395
2024-03-06 03:26:03.538,baba,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,,,,,,,,21226b92-8b72-43e0-8c7d-8fab18a1896b
2024-03-06 01:31:33.779,netflix,Bills & Fees,Salary Bank,99.00,INR,EXPENSE,,,,,,,,154eb891-db7a-47b0-b83c-125825331c2b
2024-03-05 12:53:13.025,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,cc3d1d9a-1fdb-42d9-b118-26d48d1d31e6
2024-03-05 12:53:03.972,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,429417a0-a502-4cfe-b08e-1fd1d916c295
2024-03-05 01:31:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,319a098b-3fc0-49a0-a652-7b5c8fc5a88b
2024-03-04 15:01:34.885,snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,,,,,,,,a672e06a-a8cd-412f-9261-c9ba102a57fe
2024-03-04 15:01:24.734,snacks,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,,,,,,,,31ed121a-93d6-4228-965c-731c57d1e1cd
2024-03-04 15:01:04.247,rta,Transport,Cash,35.00,INR,EXPENSE,,,,,,,,5506aed7-4e40-4d15-b496-800556a66e95
2024-03-04 08:29:40.741,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,df8b34dc-aad0-4b05-8c5b-83715f1ec036
2024-03-04 08:29:28.861,baba,Bills & Fees,Cash,80.00,INR,EXPENSE,,,,,,,,4e6dfdac-b123-4b08-b00e-ec797f7ace0b
2024-03-03 02:41:00.000,snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,ef5b7f34-6f2c-4b79-b821-ddc17cccd23b
2024-03-03 02:40:00.000,laptop fixes,Bills & Fees,Salary Bank,150.00,INR,EXPENSE,,,,,,,,f39a347a-0043-49bf-a4b3-44334eb66f0f
2024-03-03 02:40:00.000,juice,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,,,,,,,,749e7c2c-d444-4f22-8229-4cc7450b02b8
2024-03-03 02:40:00.000,snacks,Food & Drinks,Salary Bank,150.00,INR,EXPENSE,,,,,,,,c8a59a4a-6dd6-467c-90df-afd20a54da5a
2024-03-02 02:40:00.000,cab,Bills & Fees,Salary Bank,419.00,INR,EXPENSE,,,,,,,,ac3de325-7d50-45f9-ae74-ff0f94668ae5
2024-03-02 02:39:00.000,can,Bills & Fees,Salary Bank,476.00,INR,EXPENSE,,,,,,,,7f5a9c5a-f0a6-499f-aac3-6b362288219a
2024-03-02 02:39:00.000,dinner,Bills & Fees,Salary Bank,"2,154.00",INR,EXPENSE,,,,,,,,00afcf13-caf5-467c-bd46-84ff60e800e2
2024-03-02 02:34:01.350,gym,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,,,,,,,,ad66a270-0056-4148-be7c-6199eae7d39d
2024-03-01 12:58:00.000,snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,40b7079e-37c7-401d-9dae-5bf0e533b631
2024-03-01 12:54:00.000,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,7025737f-0608-4b31-9154-23b2227b234f
2024-03-01 12:54:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,89f3150a-f603-4654-a154-cedc073384cb
2024-03-01 03:28:51.286,baba,Bills & Fees,Salary Bank,"5,000.00",INR,EXPENSE,,,,,,,,df67e7ac-58c8-45a7-965b-5ee8bfe11fa1
2024-02-29 18:02:30.841,fancode,Bills & Fees,Salary Bank,599.00,INR,EXPENSE,,,,,,,,0ad70268-59c2-401a-9dde-75d0e522a975
2024-02-29 16:16:17.255,snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,b1624d02-5311-4b53-be35-0e1f60a494c1
2024-02-29 02:59:46.403,petrol,Transport,Savings Bank,100.00,INR,EXPENSE,,,,,,,,e2e5b5a7-348f-4f31-9250-23d6499e0152
2024-02-29 02:06:26.648,baba,Bills & Fees,Cash,100.00,INR,EXPENSE,,,,,,,,5360227b-775b-47d3-8489-7f1679f067f1
2024-02-29 02:06:19.586,maa,Bills & Fees,Cash,150.00,INR,EXPENSE,,,,,,,,06538b64-9e2d-4e7b-8734-a8fd3c880717
2024-02-28 16:41:21.326,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,653f0ed6-dc67-4461-8de2-5f0acef7f4ef
2024-02-28 14:06:47.574,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,a3be3b72-f952-42bf-b44c-8af2edd26e1f
2024-02-28 14:06:40.364,snacks,Food & Drinks,Savings Bank,60.00,INR,EXPENSE,,,,,,,,5b30eea0-0977-4218-b662-d3187e51e872
2024-02-28 04:15:17.483,atr,Transport,Cash,35.00,INR,EXPENSE,,,,,,,,efc7195a-c510-47ff-984e-75957f4c2471
2024-02-27 14:14:39.153,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,177da0e6-fc87-4d70-9e0f-d380556705d6
2024-02-27 14:14:24.421,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,37596680-833a-4ce2-af28-0fb48c79e2fc
2024-02-27 14:01:20.741,shawarma 🌯,Food & Drinks,Savings Bank,140.00,INR,EXPENSE,,,,,,,,b187bdd8-06d4-4a33-81e7-0b640f131fbe
2024-02-27 09:11:35.079,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,0ada151b-3915-404a-9591-71d1919208e4
2024-02-27 09:11:24.889,snacks,Food & Drinks,Savings Bank,35.00,INR,EXPENSE,,,,,,,,3220398f-eba2-4c2a-90c5-b07e6c36e506
2024-02-27 04:23:28.568,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,a99d7484-c4af-46f6-bfc4-79e9d5707588
2024-02-26 14:25:00.924,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,fed14e7d-aec4-4dd8-bae2-f453ad59b039
2024-02-26 14:24:51.605,snacks,Food & Drinks,Savings Bank,60.00,INR,EXPENSE,,,,,,,,6d7529a3-d8fc-41e5-a8a5-1ac1e1eeacf8
2024-02-26 04:29:25.514,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,dd308ccf-2f76-4a54-9d24-ecf39266a704
2024-02-26 03:36:00.000,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,716d7c97-72f0-46ac-9e85-45f29cc28af7
2024-02-26 03:35:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,d42b4524-2121-42ff-b062-d0521f619197
2024-02-26 03:29:28.213,baba,Bills & Fees,Cash,200.00,INR,EXPENSE,,,,,,,,edd48883-c17b-4393-a60c-8a49229dfea1
2024-02-26 03:29:21.480,maa,Bills & Fees,Cash,50.00,INR,EXPENSE,,,,,,,,ce5ddaa2-2d10-490c-87fb-3a9e21fadd00
2024-02-24 07:53:19.532,snacks,Food & Drinks,Cash,50.00,INR,EXPENSE,,,,,,,,53324354-3b71-4ffe-80a7-efc4079d6c91
2024-02-24 07:20:41.051,snacks,Food & Drinks,Cash,35.00,INR,EXPENSE,,,,,,,,073f8087-3cc6-4314-84c0-0c023fa91f95
2024-02-23 14:45:15.570,snacks,Food & Drinks,Cash,25.00,INR,EXPENSE,,,,,,,,fd892637-d1c5-4d9a-898e-500aba22e05a
2024-02-23 14:45:08.008,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,d0610ed8-9a05-4588-9575-77a9fe802563
2024-02-23 14:44:59.772,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,3da4b106-96ea-4311-9578-a4127fea6d3f
2024-02-23 05:30:44.474,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,33866342-67a8-464c-b8f6-39e54cf9dd35
2024-02-23 05:30:37.686,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,d8652f8d-b0a1-4d30-8047-a56046f97482
2024-02-22 16:58:54.432,bb,Bills & Fees,Savings Bank,50.00,INR,EXPENSE,,,,,,,,c9d3934b-a742-404f-87fe-72bde8ae316f
2024-02-22 15:12:47.507,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,31bf0c14-b26a-43a1-9df8-8ce264c0884a
2024-02-22 15:12:41.854,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,c5f31217-d9d2-444c-8fa1-f9257ee33c39
2024-02-22 05:29:24.587,stonks,Bills & Fees,Savings Bank,180.00,INR,EXPENSE,,,,,,,,a86a3725-dad4-46f3-8a7a-81d68a3946ae
2024-02-22 05:28:30.990,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,93ccac34-be5e-4b3c-8504-edf51d7f613e
2024-02-22 05:28:21.373,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,630b7038-0702-4b8e-adf5-8a7a54e89e22
2024-02-21 15:43:20.895,snacks,Food & Drinks,Savings Bank,30.00,INR,EXPENSE,,,,,,,,c31c32d5-b959-4913-853d-263d8425641a
2024-02-21 13:43:04.893,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,3cfb096f-72a9-4edd-aa47-b3e17da58afb
2024-02-21 12:29:38.628,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,51e37474-61ae-4527-a4d0-f2b324930fb5
2024-02-21 12:29:28.216,recharge,Bills & Fees,Savings Bank,259.00,INR,EXPENSE,,,,,,,,9790eae9-6d97-4779-b0d8-8acc525c3d2f
2024-02-20 17:01:00.000,play store,Bills & Fees,Savings Bank,9.00,INR,EXPENSE,,,,,,,,79ceb914-5c60-4e8c-a497-9ddd3c9d922c
2024-02-20 14:05:45.725,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,32de8e9c-fb09-4e3b-9508-1a00331b580b
2024-02-20 14:05:34.287,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,75850324-3443-49ee-89ca-7aec5cc54dbd
2024-02-20 04:48:04.567,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,ed5b0405-8c30-4abb-86db-be53123f7392
2024-02-19 14:43:33.478,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,20c71085-aa48-44ed-a48c-9f0b2f8dc72c
2024-02-19 14:43:19.809,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,c8088ac9-839c-4618-ba2f-2afba7656be4
2024-02-19 04:28:13.342,atr,Transport,Savings Bank,35.00,INR,EXPENSE,,,,,,,,2132e968-ad60-4321-a8b2-0894a42eb461
2024-02-18 15:08:52.317,biryani 🍚,Food & Drinks,Savings Bank,250.00,INR,EXPENSE,,,,,,,,f2afa71b-f8c2-42a9-a2a4-e2aa3d24e908
2024-02-18 13:05:06.921,juice,Food & Drinks,Savings Bank,40.00,INR,EXPENSE,,,,,,,,a5f17721-694a-4706-a280-8d6130c13171
2024-02-18 13:05:00.369,snacks,Food & Drinks,Cash,40.00,INR,EXPENSE,,,,,,,,994c153b-7e78-4836-bba0-c85a2d9107b1
2024-02-18 13:04:50.844,book,Bills & Fees,Savings Bank,150.00,INR,EXPENSE,,,,,,,,b6d991db-af2f-448d-aebb-9a66d949e77b
2024-02-18 13:04:34.238,entry fee,Bills & Fees,Cash,50.00,INR,EXPENSE,,,,,,,,f8b7204e-daf1-4c2d-9df0-89046ae8d011
2024-02-17 14:58:49.354,bus pass,Bills & Fees,Savings Bank,430.00,INR,EXPENSE,,,,,,,,92ce0350-9438-4955-8be1-cc7ef7389e40
2024-02-17 14:58:38.786,juice,Food & Drinks,Savings Bank,20.00,INR,EXPENSE,,,,,,,,1c093793-5337-4af0-8e1c-79695f2145ae
2024-02-16 14:56:36.514,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,7298243c-ca0c-4d59-afd1-0c462d2d1708
2024-02-16 14:56:26.406,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,21df7b34-2d9f-4f08-8aa0-2446dd36ff00
2024-02-15 14:56:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,d6a8d284-8c53-4e73-8b34-37af1685b493
2024-02-14 17:33:35.053,snack,Food & Drinks,Savings Bank,100.00,INR,EXPENSE,,,,,,,,69e5903c-f9b5-4c14-a570-5f1f9afe4ffb
2024-02-14 17:33:27.249,petrol,Transport,Savings Bank,100.00,INR,EXPENSE,,,,,,,,8a95b62e-83fa-4320-8f44-956473cba9a6
2024-02-14 06:32:47.056,petrol,Transport,Savings Bank,100.00,INR,EXPENSE,,,,,,,,9f699824-40ff-44a6-9125-871fb9097bdd
2024-02-13 12:11:37.767,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,474e5115-4a65-4584-98a7-fe0faf7dfdb5
2024-02-13 12:11:11.514,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,ff1178f7-b374-4464-bf56-e0aba41084cb
2024-02-13 06:32:00.000,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,d3da38b8-6ccf-4f4e-935f-bd2c85a37a00
2024-02-12 12:10:00.000,rta,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,7f89deed-d78b-4a12-9fea-3c1a1e4f68c0
2024-02-12 12:10:00.000,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,c29f37a8-a0d2-4234-b8cb-7628edf20d28
2024-02-11 14:46:45.004,snacks,Food & Drinks,Savings Bank,130.00,INR,EXPENSE,,,,,,,,74249cc1-c199-4b99-8730-c6fc7b2dbdc8
2024-02-10 13:18:00.000,snacks,Food & Drinks,Savings Bank,45.00,INR,EXPENSE,,,,,,,,e0de97e9-4f44-43c3-b6d2-7993ee603f4e
2024-02-10 13:18:00.000,auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,6eb0f01d-e750-4ff1-ab33-6dafaf42855d
2024-02-09 13:17:00.000,snacks,Food & Drinks,Savings Bank,145.00,INR,EXPENSE,,,,,,,,d42751f9-e321-4135-afde-cdf1a06abc56
2024-02-09 13:17:00.000,pants,Bills & Fees,Savings Bank,998.00,INR,EXPENSE,,,,,,,,060ac70f-bab8-4a4a-a097-6117fa1f624f
2024-02-08 14:44:22.286,ice cream,Bills & Fees,Savings Bank,102.00,INR,EXPENSE,,,,,,,,ad8e486c-5e2a-4a11-b9fe-193436acb103
2024-02-08 12:48:01.542,pizza,Food & Drinks,Savings Bank,247.00,INR,EXPENSE,,,,,,,,b01b3057-4d4c-42ca-a415-853988d601f4
2024-02-08 05:00:00.000,shirt,Bills & Fees,Savings Bank,999.00,INR,EXPENSE,,,,,,,,1dc7a9b4-0430-4421-b4e4-46c4effd741c
2024-02-08 05:00:00.000,pant,Bills & Fees,Savings Bank,799.00,INR,EXPENSE,,,,,,,,471a4ec1-e19e-4733-b634-271fc9125516
2024-02-07 12:13:11.151,rta,Transport,Savings Bank,35.00,INR,EXPENSE,,,,,,,,dd5d2835-1b0a-471f-9f71-ec6d80ee22ae
2024-02-07 03:34:00.000,upi lite,Bills & Fees,Savings Bank,1.00,INR,EXPENSE,,,,,,,,63eddb48-80da-418f-a86b-dafd95195187
2024-02-06 08:47:07.084,bus pass,Transport,Savings Bank,440.00,INR,EXPENSE,,,,,,,,99328e74-8724-4638-8d70-2d25bfcec92d
2024-02-06 05:43:00.000,baba,Bills & Fees,Savings Bank,"1,000.00",INR,EXPENSE,,,,,,,,1d11a99a-7348-4949-ada7-30d3a8097e6f
2024-02-05 14:21:25.901,snacks,Food & Drinks,Savings Bank,90.00,INR,EXPENSE,,,,,,,,b5cccc28-c12f-4413-9651-d8ecf7af23ce
2024-02-05 14:21:18.327,exam,Bills & Fees,Savings Bank,400.00,INR,EXPENSE,,,,,,,,deadec63-2646-49bb-9802-98112a167b2b
2024-02-03 15:19:20.909,stonks,Bills & Fees,Savings Bank,4.45,INR,INCOME,,,,,,,,820811e1-ba26-45d1-b860-f5368ff83e6a
2024-02-03 15:15:18.470,baba birthday,Bills & Fees,Savings Bank,839.00,INR,EXPENSE,,,,,,,,299ce943-18e0-4453-ae93-6fe02398e695
2024-02-03 03:49:08.591,auto,Transport,Savings Bank,20.00,INR,EXPENSE,,,,,,,,75624ff4-1667-4366-af86-9a159b53d3a8
2024-02-03 02:57:54.135,baba,Bills & Fees,Savings Bank,"2,000.00",INR,EXPENSE,,,,,,,,053746fe-3d7b-45c3-b2d2-331b66013b70
2024-02-02 02:58:00.000,petrol,Transport,Savings Bank,200.00,INR,EXPENSE,,,,,,,,19717a84-a4af-458e-8f47-cb783c18e2f7
2024-02-02 02:58:00.000,book,Bills & Fees,Savings Bank,299.00,INR,EXPENSE,,,,,,,,6cbacbd5-65fd-4b8f-b06e-df2274b10d26
2024-02-01 15:40:10.023,netflix,Bills & Fees,Savings Bank,99.00,INR,EXPENSE,,,,,,,,fd6ef510-2661-4442-ab50-2993080907b4
2024-02-01 15:40:02.903,snacks,Food & Drinks,Savings Bank,40.00,INR,EXPENSE,,,,,,,,201d5cba-12b0-4bd1-8f39-4af868e31339
2024-02-01 02:56:00.000,petrol,Transport,Savings Bank,100.00,INR,EXPENSE,,,,,,,,3342c9d0-9954-418e-a794-368926d9a0bf
2024-02-01 02:49:46.271,chotu,Bills & Fees,Savings Bank,100.00,INR,EXPENSE,,,,,,,,7bf4d996-6c65-4aaf-b3e8-11d6e1920314
2024-02-01 02:49:36.606,gym,Bills & Fees,Savings Bank,"1,000.00",INR,EXPENSE,,,,,,,,d691831c-f13e-43db-b7d0-47797e71314b
2024-01-31 13:33:53.151,milk,Bills & Fees,Savings Bank,88.00,INR,EXPENSE,,,,,,,,6f7937d1-4f19-43b0-8995-ce40e9f86c11
2024-01-31 13:33:38.053,petrol,Transport,Savings Bank,100.00,INR,EXPENSE,,,,,,,,d385a8ba-2629-4327-b06d-10858e5a3431
2024-01-31 09:29:10.277,sid,Bills & Fees,Savings Bank,200.00,INR,EXPENSE,,,,,,,,9cda5ee8-bf4c-4cb1-aaeb-3c06ca6383cd
2024-01-31 09:29:03.375,baba,Bills & Fees,Savings Bank,"5,000.00",INR,EXPENSE,,,,,,,,e7880d54-b894-4a12-b013-5b03d16b27db
2024-01-31 08:04:16.692,snacks,Food & Drinks,Savings Bank,60.00,INR,EXPENSE,,,,,,,,b5dc83a3-cb88-42c5-a56f-47cb2239dc44
2024-01-31 08:04:06.993,chotu,Bills & Fees,Savings Bank,100.00,INR,INCOME,,,,,,,,0c443baf-5e95-445d-a5c2-656b2c7b1a09
2024-01-31 08:03:56.481,petrol,Transport,Savings Bank,100.00,INR,EXPENSE,,,,,,,,62118d67-5a0f-42f1-bb02-34099c26f44d
2024-01-31 08:03:25.837,salary,Bills & Fees,Savings Bank,"22,700.00",INR,INCOME,,,,,,,,91a13914-921d-4b26-af25-d94368470f27
2024-01-30 15:24:24.004,baba,Bills & Fees,Savings Bank,100.00,INR,EXPENSE,,,,,,,,53b5304a-921f-4999-a557-43da2f06cf2a
2024-01-30 15:24:15.470,sid,Bills & Fees,Savings Bank,200.00,INR,INCOME,,,,,,,,c36b5ccf-3581-4fba-b88d-92479aaf151c
2024-01-30 15:24:07.281,oil,Bills & Fees,Savings Bank,100.00,INR,EXPENSE,,,,,,,,8c478434-6a8f-4a3a-a280-b2d1eb159b36
2024-01-29 15:23:00.000,baba,Bills & Fees,Savings Bank,100.00,INR,INCOME,,,,,,,,4e4ff565-4f96-4dde-bd08-0a07be2de96b
2024-01-29 15:23:00.000,rta,Transport,Savings Bank,35.00,INR,EXPENSE,,,,,,,,489ba951-574c-47e6-9f70-283a8625ac2b
2024-01-29 10:38:05.916,tire,Bills & Fees,Savings Bank,700.00,INR,EXPENSE,,,,,,,,07d637a4-e28a-427c-91c2-97166574c171
2024-01-27 04:37:00.000,petrol,Transport,Savings Bank,250.00,INR,EXPENSE,,,,,,,,73a54227-a3b9-4371-8991-757c3b4fb080
2024-01-27 04:37:00.000,noodles,Food & Drinks,Savings Bank,60.00,INR,EXPENSE,,,,,,,,8371faa5-187d-4cb7-9638-0f6dfaa81e66
2024-01-27 04:36:00.000,xerox,Bills & Fees,Savings Bank,5.00,INR,EXPENSE,,,,,,,,f1721a7d-5545-47bf-9b90-6b06960977d5
2024-01-27 04:35:00.000,xerox,Bills & Fees,Savings Bank,27.00,INR,EXPENSE,,,,,,,,a3ec4156-7982-452e-a216-0e24807db19c
2024-01-26 04:33:00.000,snacks,Food & Drinks,Savings Bank,50.00,INR,EXPENSE,,,,,,,,c28e68ff-8145-47dc-9f09-44961badf8e7
2024-01-25 14:33:31.826,snacks,Food & Drinks,Savings Bank,120.00,INR,EXPENSE,,,,,,,,bc569445-924a-4f41-ba8a-cfaebad5b670
2024-01-24 04:32:00.000,atr,Transport,Savings Bank,35.00,INR,EXPENSE,,,,,,,,e7e84fa0-cad7-4e3a-ab5f-bbbbb660fef4
2024-01-24 03:46:24.198,license,Bills & Fees,Savings Bank,300.00,INR,EXPENSE,,,,,,,,2b4c9f29-f45d-450b-97c2-90e5405939ab
2024-01-23 03:46:00.000,snacks,Food & Drinks,Savings Bank,115.00,INR,EXPENSE,,,,,,,,5e6505ce-b9a0-427c-a657-19dde6dc7019
2024-01-22 03:45:00.000,grand original,Bills & Fees,Savings Bank,30.00,INR,EXPENSE,,,,,,,,36f3eb09-6f6a-4e5b-91f8-8e41d93ef8a4
2024-01-21 05:25:27.557,shampoo,Bills & Fees,Savings Bank,4.00,INR,EXPENSE,,,,,,,,ee3dc653-328a-4970-8b6a-ef34275c8c66
2024-01-21 05:25:14.108,haircut,Bills & Fees,Savings Bank,150.00,INR,EXPENSE,,,,,,,,999ee300-2c54-46fa-b342-1de14cfea372
2024-01-20 04:26:59.396,recharge,Bills & Fees,Savings Bank,259.00,INR,EXPENSE,,,,,,,,08b1619c-e9fd-4495-bbcc-34657dd1f02c
2024-01-20 03:48:40.411,auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,38b21bfe-b68e-4d98-b6ef-32dcbeac1926
2024-01-18 12:10:38.789,auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,1c861ef9-f216-41f8-b4a7-83fed31c724d
2024-01-18 02:07:00.000,snacks,Food & Drinks,Savings Bank,111.00,INR,EXPENSE,,,,,,,,1e9d9edb-85aa-423c-b725-9112a2f93daf
2024-01-16 07:46:00.000,juice,Food & Drinks,Savings Bank,20.00,INR,EXPENSE,,,,,,,,066cda8c-34ac-483b-9fae-86c251c0b718
2024-01-16 07:46:00.000,shawarma 🌯,Food & Drinks,Savings Bank,130.00,INR,EXPENSE,,,,,,,,325d7ce7-3b80-458e-bc2e-2a6f99e0e66e
2024-01-16 04:36:47.099,bike,Transport,Savings Bank,30.00,INR,EXPENSE,,,,,,,,e5bc106a-3d23-4934-a2f6-0fa7899c38a0
2024-01-16 03:41:55.665,auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,fb002695-e190-4f6d-98d4-d13ca75ccaa4
2024-01-16 02:22:09.074,rent,Bills & Fees,Savings Bank,"3,500.00",INR,EXPENSE,,,,,,,,064cbb70-db59-4ef3-942d-06baaae83f6b
2024-01-15 12:32:43.650,juice,Food & Drinks,Savings Bank,75.00,INR,EXPENSE,,,,,,,,ab0b6158-98bd-4e51-b064-e2fc9936c691
2024-01-14 12:33:00.000,recharge,Bills & Fees,Savings Bank,0.90,INR,EXPENSE,,,,,,,,145120d9-1acd-4e76-aea0-3f989b3cb972
2024-01-13 15:08:57.801,snack,Food & Drinks,Savings Bank,30.00,INR,EXPENSE,,,,,,,,7e8df008-d9ee-47e8-85e1-7edb5b8926bc
2024-01-13 12:32:00.000,snacks,Food & Drinks,Savings Bank,60.00,INR,EXPENSE,,,,,,,,fac77f58-e2be-4305-9b5f-41235fb83dc6
2024-01-13 09:35:12.683,auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,ff44294b-b77b-44d5-be45-ab449073ba8d
2024-01-12 09:34:00.000,rta,Transport,Savings Bank,35.00,INR,EXPENSE,,,,,,,,65c1add8-7f6f-4a18-8b1b-c6c3fc84c9de
2024-01-12 09:34:00.000,burger am,Food & Drinks,Savings Bank,99.00,INR,EXPENSE,,,,,,,,719cc580-7a38-4261-8b62-fb8b1b06750f
2024-01-12 09:33:00.000,breakfast,Food & Drinks,Savings Bank,30.00,INR,EXPENSE,,,,,,,,f2509f7f-43ee-4eab-9603-1d246916f308
2024-01-11 09:32:00.000,aloo bhujia,Food & Drinks,Savings Bank,10.00,INR,EXPENSE,,,,,,,,afc9d2e4-50a3-4659-ab86-885cbaf2be50
2024-01-11 04:36:32.558,stonks,Bills & Fees,Savings Bank,400.00,INR,EXPENSE,,,,,,,,631b0e48-8bdb-4b11-a232-5a8f05614a64
2024-01-11 03:53:59.551,bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,3b02b38c-294f-46bc-99a9-1ae80f912127
2024-01-11 03:53:57.667,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,b3b6b50d-2ce5-4bb4-96c7-6d498e8f7a63
2024-01-10 10:00:50.505,atr,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,25745581-b08b-45fe-a7a8-b7beb53b435e
